,Entity,Type
168,PEGASYS,brand
170,PEGASYS,brand
169,PEGASYS,brand
160,PEGASYS,brand
4472,PERSANTINE,brand
7449,PGF2alpha,drug
7446,PGF2alpha,drug
7445,PGF2alpha,drug
7451,PGF2alpha,drug
10454,PIPRACIL,brand
10464,PIPRACIL,brand
1265,PLENDIL,drug
1250,PLENDIL,drug
11300,PLETAL,brand
11301,PLETAL,brand
5974,POC,group
5978,POCs,group
5977,POCs,group
5979,POCs,group
7337,PPIs,group
7334,PPIs,group
877,PRINIVIL,brand
876,PRINIVIL,brand
885,PRINIVIL,brand
879,PRINIVIL,brand
873,PRINIVIL,brand
869,PRINIVIL,brand
845,PRINIVIL,brand
866,PRINIVIL,brand
846,PRINIVIL,brand
865,PRINIVIL,brand
848,PRINIVIL,brand
850,PRINIVIL,brand
852,PRINIVIL,brand
894,PRINIVIL,brand
4854,PROCRIT,brand
8260,PROLEUKIN,brand
8247,PROLEUKIN,brand
8280,PROLEUKIN,brand
8277,PROLEUKIN,brand
8276,PROLEUKIN,brand
8275,PROLEUKIN,brand
8270,PROLEUKIN,brand
8273,PROLEUKIN,brand
8261,PROLEUKIN,brand
8263,PROLEUKIN,brand
8264,PROLEUKIN,brand
8866,PROPECIA,brand
8868,PROSCAR,brand
8331,PROSTIN E2,brand
2983,PTX,drug_n
2972,PTX,drug_n
2986,PTX,drug_n
2978,PTX,drug_n
2974,PTX,drug_n
2979,PTX,drug_n
2982,PTX,drug_n
2980,PTX,drug_n
9177,PULMOZYME,brand
3010,PURINETHOL,brand
682,Paliperidone,drug
667,Paliperidone,drug
670,Paliperidone,drug
672,Paliperidone,drug
677,Paliperidone,drug
2971,Palytoxin,drug_n
3425,Pantoprazole,drug
7241,Paricalcitol,drug_n
3351,Parnate,brand
11393,Parnate,brand
2796,Paroxetine,drug
10923,Paroxetine,drug
949,Paroxetine,drug
1519,Paroxetine,drug
11272,Paroxetine,drug
3377,Pediapred,brand
2453,Pentamidine,drug
11024,Penthrane,brand
3312,Pepto-Bismol,brand
6025,Perhexiline hydrogen maleate,drug
7172,Permax,brand
7174,Permax,brand
3383,Permitil,brand
5701,Phencyclidine,drug_n
3387,Phenergan,brand
10017,Phenobarbital,drug
1594,Phenobarbital,drug
8344,Phenobarbital,drug
1770,Phenobarbital,drug
2492,Phenobarbital,drug
3083,Phenobarbital,drug
615,Phenobarbital,drug
1851,Phenobarbital,drug
597,Phenobarbital,drug
10134,Phenothiazines,group
6493,Phenothiazines,group
3655,Phenothiazines,group
8081,Phenytoin,drug
2491,Phenytoin,drug
611,Phenytoin,drug
3174,Phenytoin,drug
3885,Phenytoin,drug
1140,Phenytoin,drug
4080,Phenytoin,drug
1576,Phenytoin,drug
223,Phenytoin,drug
1852,Phenytoin,drug
3867,Phenytoin,drug
10777,Phenytoin,drug
588,Phenytoin,drug
3826,Phenytoin,drug
2001,Phenytoin,drug
11560,Phenytoin,drug
4030,Phenytoin,drug
579,Phenytoin,drug
9614,Phenytoin,drug
8343,Phenytoin,drug
6351,Phenytoin,drug
4081,Phenytoin,drug
4027,Phenytoin,drug
4028,Phenytoin,drug
1774,Phenytoin,drug
2260,Phospholine Iodide,drug
2265,Phospholine Iodide,drug
4103,Physostigmine,drug
4105,Physostigmine,drug
4486,Pilocarpine,drug
4489,Pilocarpine,drug
2641,Pimozide,drug
6513,Pindolol,drug
6506,Pindolol,drug
6511,Pindolol,drug
10460,Piperacillin sodium,drug
10378,Plenaxis,brand
10376,Plenaxis,brand
10377,Plenaxis,brand
10379,Plenaxis,brand
10381,Plenaxis,brand
11310,Pletal,brand
4234,Ponstel,brand
4257,Ponstel,brand
4217,Ponstel,brand
6041,Posicor,brand
786,Potassium,drug
7183,Potassium,drug
2389,Potassium,drug
2390,Potassium-Sparing Diuretics,group
787,Potassium-Sparing Diuretics,group
7184,Potassium-Sparing Diuretics,group
5352,Potassium-sparing diuretics,group
7186,Potassium-sparing diuretics,group
790,Potassium-sparing diuretics,group
2119,Prednisone,drug
3113,Prelone,brand
3376,Prelone,brand
598,Primidone,drug
616,Primidone,drug
10468,ProSom,brand
10709,Probenecid,drug
5414,Probenecid,drug
776,Probenecid,drug
10683,Probenecid,drug
6403,Probenecid,drug
6404,Probenecid,drug
9385,Probenecid,drug
1899,Probenecid,drug
8836,Probenecid,drug
3512,Probenecid,drug
9254,Probenecid,drug
8113,Probenecid,drug
1646,Probenecid,drug
2335,Probenecid,drug
10783,Probenecid,drug
6705,Probenecid,drug
10784,Probenecid,drug
1645,Probenecid,drug
2336,Probenecid,drug
10452,Probenecid,drug
3382,Prolixin,brand
965,Promethazine,drug
8099,Pronestyl,brand
4188,Propanolol,drug
5267,Propoxyphene,drug
1778,Propoxyphene,drug
9914,Propranolol,drug
11613,Propranolol,drug
6629,Propranolol,drug
10409,Prostigmin,brand
4353,Prostin VR Pediatric,brand
1410,Protease Inhibitors,group
7333,Proton Pump Inhibitors,group
9435,Proton Pump Inhibitors,group
7823,Prozac,brand
6737,Psychoactive Drugs,group
6482,Pulmozyme,brand
10317,Purinethol,brand
10137,Pyrantel,drug
5939,Pyrimethamine,drug
3496,Quetiapine fumarate,drug
6634,Quinidine,drug
5141,Quinidine,drug
7560,Quinolone Antibiotics,group
720,Quinolones,group
10791,Quinolones,group
8483,Quinolones,group
4768,Quinolones,group
4771,Quinolones,group
735,Quinolones,group
6398,R warfarin,drug
10841,R(+) warfarin,drug
7479,R- warfarin,drug
636,R-warfarin,drug
324,R-warfarin,drug
10960,R-warfarin,drug
6500,REFLUDAN,brand
4940,REGRANEX,brand
4939,REGRANEX,brand
8206,REMERON,brand
8213,REMERON,brand
8216,REMERON SolTab,brand
8201,REMERON SolTab,brand
8209,REMERON SolTab,brand
8202,REMERON SolTab,brand
8196,REMERON SolTab,brand
10265,REMICADE,brand
3762,RESIN,group
3760,RESIN,group
7475,REVLIMID,brand
69,ROMAZICON,brand
73,ROMAZICON,brand
76,ROMAZICON,brand
79,ROMAZICON,brand
84,ROMAZICON,brand
95,ROMAZICON,brand
65,ROMAZICON,brand
74,ROMAZICON,brand
2590,RR,drug_n
2589,RR,drug_n
2586,RR,drug_n
2587,RR,drug_n
2584,RR,drug_n
2578,RR,drug_n
2583,RR,drug_n
9347,Raloxifene,drug
5153,Ranitidine,drug
7675,Ranitidine,drug
6616,Ranitidine,drug
3331,Relafen,brand
520,Resins,group
9736,Resveratrol,drug_n
9734,Resveratrol,drug_n
6887,Retavase,brand
6881,Retavase,brand
179,Ribavirin,drug
155,Ribavirin,drug
162,Ribavirin,drug
161,Ribavirin,drug
10680,Riboflavin,drug
9837,Rifabutin,drug
9838,Rifabutin,drug
9839,Rifabutin,drug
7315,Rifabutin,drug
3176,Rifabutin,drug
6590,Rifabutin,drug
3393,Rifadin,brand
3394,Rifamate,brand
9616,Rifampicin,drug
2815,Rifampicin,drug
3177,Rifampin,drug
7309,Rifampin,drug
1367,Rifampin,drug
2124,Rifampin,drug
971,Rifampin,drug
10911,Rifampin,drug
1363,Rifampin,drug
7728,Rifampin,drug
6595,Rifampin,drug
9841,Rifampin,drug
6606,Rifampin,drug
6224,Ritalin,brand
6222,Ritalin,brand
6235,Ritalin,brand
8711,Ritonavir,drug
8705,Ritonavir,drug
9822,Ritonavir,drug
2687,Ritonavir,drug
8762,Ritonavir,drug
5583,Rivastigmine,drug
748,Robinul,brand
753,Robinul,brand
2498,Rocaltrol,brand
8350,Rocaltrol,brand
2121,Rofecoxib,drug
2116,Rofecoxib,drug
2085,Rofecoxib,drug
8077,Rofecoxib,drug
6399,S warfarin,drug
10842,S(-) warfarin,drug
10802,S(-) warfarin,drug
10843,S(-)warfarin,drug
7480,S- warfarin,drug
323,S-warfarin,drug
637,S-warfarin,drug
10959,S-warfarin,drug
11521,SKELAXIN,brand
3700,SN38,drug_n
3704,SN38,drug_n
1023,SPIRIVA,brand
1019,SPIRIVA,brand
9464,SPRYCEL,brand
9447,SPRYCEL,brand
9463,SPRYCEL,brand
9466,SPRYCEL,brand
9402,SPRYCEL,brand
9443,SPRYCEL,brand
9424,SPRYCEL,brand
9425,SPRYCEL,brand
9426,SPRYCEL,brand
9433,SPRYCEL,brand
9427,SPRYCEL,brand
9416,SPRYCEL,brand
9430,SPRYCEL,brand
9415,SPRYCEL,brand
7609,SSRI,group
9015,SSRI,group
11135,SSRI,group
7611,SSRI,group
9013,SSRI,group
2653,SSRI,group
8598,SSRI,group
7791,SSRI,group
5668,SSRI,group
11137,SSRI,group
11078,SSRI,group
5666,SSRI,group
4200,SSRI,group
9603,SSRI,group
2650,SSRI,group
11275,SSRI antidepressants,group
11277,SSRI antidepressants,group
11071,SSRIs,group
11131,SSRIs,group
2955,SSRIs,group
7605,SSRIs,group
8592,SSRIs,group
2957,SSRIs,group
9006,SSRIs,group
11138,SSRIs,group
2962,SSRIs,group
11542,SSRIs,group
9602,SSRIs,group
5663,SSRIs,group
4192,SSRIs,group
4193,SSRIs,group
7784,SSRIs,group
6876,SSRIs,group
5670,SSRIs,group
7613,SSRIs,group
9017,SSRIs,group
6458,SSRIs,group
9317,STADOL NS,brand
9308,STADOL NS,brand
9311,STADOL NS,brand
9318,STADOL NS,brand
9313,STADOL NS,brand
9331,STADOL NS,brand
9326,STADOL NS,brand
9324,STADOL NS,brand
9320,STADOL NS,brand
9334,STADOL NS,brand
6988,SUBOXONE,brand
6991,SUBOXONE,brand
6980,SUBOXONE,brand
6987,SUBUTEX,brand
6986,SUBUTEX,brand
6992,SUBUTEX,brand
6979,SUBUTEX,brand
6620,SULAR,brand
6622,SULAR,brand
6631,SULAR,brand
7947,SYNAREL,brand
1362,Salicylate,group
6674,Salicylate,group
6568,Salicylates,group
6569,Salicylates,group
2858,Salicylates,group
10179,Sanctura,brand
10180,Sanctura,brand
10170,Sanctura,brand
10171,Sanctura,brand
10181,Sanctura,brand
10167,Sanctura,brand
3098,Sandimmune,brand
3178,Saquinavir,drug
5098,Saquinavir,drug
9849,Saquinavir,drug
9848,Saquinavir,drug
8580,Scopolamine,drug
8571,Scopolamine,drug
3360,Sectral,brand
4191,Selective Serotonin Reuptake Inhibitors,group
11271,Selective serotonin reuptake inhibitor (SSRI) antidepressants,group
11070,Selective serotonin reuptake inhibitors,group
8591,Selective serotonin reuptake inhibitors,group
7783,Selective serotonin reuptake inhibitors,group
7453,Sensipar,brand
7471,Sensipar,brand
7470,Sensipar,brand
7467,Sensipar,brand
7454,Sensipar,brand
7465,Sensipar,brand
7464,Sensipar,brand
3341,Septra,brand
3497,Seroquel,brand
6869,Serotonergic Agents,group
8398,Sertraline,drug
9610,Sildenafil,drug
9600,Sildenafil,drug
9594,Sildenafil citrate,drug
308,Simvastatin,drug
1804,Sirolimus,drug
7988,Skeletal muscle relaxants,group
8785,Sodium thiosulfate,drug
9775,Solganal,brand
8079,Soliris,brand
1005,Sonata,brand
1007,Sonata,brand
1010,Sonata,brand
947,Sonata,brand
999,Sonata,brand
956,Sonata,brand
950,Sonata,brand
940,Sonata,brand
953,Sonata,brand
2023,Soriatane,brand
1986,Soriatane,brand
2024,Soriatane,brand
1993,Soriatane,drug
2022,Soriatane,brand
9589,Spermine,drug
9592,Spermine,drug
9588,Spermine,drug
7824,Sporanox,brand
3091,Sporanox,brand
1454,Starlix,brand
1448,Starlix,brand
1485,Starlix,brand
1491,Starlix,brand
1441,Starlix,brand
1493,Starlix,brand
1442,Starlix,brand
1451,Starlix,brand
1457,Starlix,brand
1445,Starlix,brand
309,Statins,group
5579,Stavudine,drug
153,Stavudine,drug
10182,Steroids,group
9757,Streptase,brand
9753,Streptase,brand
9754,Streptokinase,drug
9762,Streptokinase,drug
9766,Streptokinase,drug
9758,Streptokinase,drug
3903,Streptozocin,drug
10734,Sucralfate,drug
10741,Sucralfate,drug
8498,Sucralfate,drug
4153,Sulfamethizole,drug
3001,Sulfamethoxazole,drug
3006,Sulfonamides,group
5518,Sulfonamides,group
3643,Sulfoxone,drug
1351,Sulindac,drug
2648,Sumatriptan,drug
2933,Sumatriptan,drug
2929,Sumatriptan,drug
2930,Sumatriptan,drug
9372,Survanta,brand
9379,Survanta,brand
9369,Survanta,brand
9377,Survanta,brand
9383,Survanta,brand
9686,Sympathomimetic amines,group
9953,Sympathomimetics,group
2861,Sympathomimetics,group
5669,T.A.,group
8893,T3,drug
8892,T4,drug
3012,TABLOID,brand
3478,TAM,drug_n
3481,TAM,drug_n
3484,TAM,drug_n
3477,TAM,drug_n
2870,TAMBOCOR,brand
2906,TAMBOCOR,brand
2873,TAMBOCOR,brand
2882,TAMBOCOR,brand
2884,TAMBOCOR,brand
2913,TAMBOCOR,brand
2912,TAMBOCOR,brand
2891,TAMBOCOR,brand
2909,TAMBOCOR,brand
2880,TAMBOCOR,brand
2876,TAMBOCOR,brand
7503,TAO,drug
7508,TARCEVA,brand
7515,TARCEVA,brand
7507,TARCEVA,brand
7516,TARCEVA,brand
7491,TARCEVA,brand
6145,TAXOL,brand
6129,TAXOL,brand
6130,TAXOL,brand
6152,TAXOL,brand
6151,TAXOL,brand
6134,TAXOL,brand
6141,TAXOL,brand
6142,TAXOL,brand
6149,TAXOL,brand
6147,TAXOL,brand
6143,TAXOL,brand
6146,TAXOL,brand
6144,TAXOL,brand
6150,TAXOL,brand
6128,TAXOL,brand
6133,TAXOL,brand
6114,TAXOL,brand
6127,TAXOL,brand
6107,TAXOL,brand
6109,TAXOL,brand
6126,TAXOL,brand
6105,TAXOL,brand
6116,TAXOL,brand
6115,TAXOL,brand
6112,TAXOL,brand
7595,TCA,group
8996,TCA,group
1542,TCA,group
1541,TCA,group
4126,TCA,group
11143,TCA,group
7596,TCA,group
7610,TCA,group
1543,TCA,group
11136,TCA,group
5667,TCA,group
5675,TCA,group
9014,TCA,group
5656,TCA,group
11121,TCA,group
11144,TCA,group
5676,TCA,group
11122,TCA,group
9012,TCA,group
9024,TCA,group
7619,TCA,group
9018,TCA,group
8997,TCA,group
7618,TCA,group
5655,TCA,group
5624,TCAs,group
9016,TCAs,group
7594,TCAs,group
7612,TCAs,group
8995,TCAs,group
5654,TCAs,group
1533,TCAs,group
11120,TCAs,group
2539,TEMODAR,brand
3465,THC,drug
5924,TML,drug_n
5928,TML,drug_n
435,TNF antagonist,group
439,TNF antagonists,group
437,TNF antagonists,group
427,TNF blocking agents,group
421,TNF blocking agents,group
11449,TNF-blocking agent,group
11453,TNF-blocking agents,group
10264,TNFa-blocking agents,group
4340,TNKase,brand
4339,TNKase,brand
4331,TNKase,brand
4330,TNKase,brand
9186,TOBI,brand
9182,TOBI,brand
9175,TOBI,brand
9174,TOBI,brand
8824,TOLECTIN,brand
8826,TOLECTIN,brand
8816,TOLECTIN,brand
8818,TOLECTIN,brand
8822,TOLECTIN,brand
6718,TORADOL,brand
6699,TORADOL,brand
6702,TORADOL,brand
6706,TORADOL,brand
6710,TORADOL,brand
6696,TORADOL,brand
6715,TORADOL,brand
6747,TORADOL,brand
6724,TORADOL,brand
6733,TORADOL,brand
6728,TORADOL,brand
6745,TORADOL,brand
6738,TORADOL,brand
265,TRACLEER,brand
275,TRACLEER,brand
319,TRACLEER,brand
294,TRACLEER,brand
263,TRACLEER,brand
274,TRACLEER,brand
11419,TRANXENE,brand
11421,TRANXENE,brand
11407,TRANXENE,brand
10289,TRENTAL,brand
10305,TRENTAL,brand
10293,TRENTAL,brand
10298,TRENTAL,brand
518,TRICOR,brand
528,TRICOR,brand
527,TRICOR,brand
537,TRICOR,brand
543,TRICOR,brand
522,TRICOR,brand
515,TRICOR,brand
7043,TRISENOX,brand
7042,TRISENOX,brand
9899,TYKERB,brand
9888,TYKERB,brand
9471,TYSABRI,brand
9476,TYSABRI,brand
9475,TYSABRI,brand
9472,TYSABRI,brand
284,Tacrolimus,drug
7820,Tagamet,brand
11267,Tamoxifen,drug
11266,Tamoxifen,drug
6442,Targretin,brand
6449,Targretin,brand
3084,Tegretol,brand
7818,Tegretol,brand
11584,Telithromycin,drug
4341,Tenecteplase,drug
3358,Tenormin,brand
6463,Terbinafine,drug
6465,Terbinafine,drug
6473,Terbinafine,drug
6470,Terbinafine,drug
10785,Terfenadine,drug
9642,Terfenadine,drug
3920,Terfenadine,drug
3923,Terfenadine,drug
7870,Terfenadine,drug
3547,Tetracycline,drug
9557,Tetracycline,drug
2005,Tetracyclines,group
3027,Thalidomide,drug
3039,Thalidomide,drug
1144,Thalidomide,drug
3118,Theo-Dur,brand
7898,Theophylline,drug
5716,Theophylline,drug
5867,Theophylline,drug
3981,Theophylline,drug
143,Theophylline,drug
3979,Theophylline,drug
2660,Theophylline,drug
632,Theophylline,drug
10724,Theophylline,drug
2130,Theophylline,drug
5931,Thiabendazole,drug
5576,Thiamine,drug
10340,Thiazide Diuretics,group
8351,Thiazides,group
8352,Thiazides,group
2500,Thiazides,group
2499,Thiazides,group
3013,Thioguanine,drug
10074,Thiolated carboxymethylcellulose,drug_n
955,Thioridazine,drug
3380,Thorazine,brand
2046,Thrombolytic agents,group
8912,Thyroid hormone,group
8878,Thyroid hormones,group
8914,Thyroid preparations,group
8921,Thyroxine,drug
650,Tiagabine,drug
592,Tiagabine,drug
595,Tiagabine,drug
589,Tiagabine,drug
7656,Tiazac,brand
2332,Tilade,brand
3996,Tizoxanide,drug
10375,Tolbutamide,drug
1292,Tolbutamide,drug
10847,Tolbutamide,drug
3086,Topamax,brand
9623,Tramadol,drug
11571,Trecator,brand
11573,Trecator,brand
936,Trecator-SC,brand
645,Triazolam,drug
2677,Triazolam,drug
7918,Triazolam,drug
5580,Tricyclic Antidepressants,group
8908,Tricyclic Antidepressants,group
5744,Tricyclic antidepressants,group
843,Tricyclic antidepressants,group
841,Tricyclic antidepressants,group
5989,Tricyclic antidepressants,group
5742,Tricyclic antidepressants,group
9071,Tricyclic antidepressants,group
1854,Trileptal,brand
1846,Trileptal,brand
1845,Trileptal,brand
1865,Trileptal,brand
1867,Trileptal,brand
1860,Trileptal,brand
1876,Trileptal,brand
1857,Trileptal,brand
1871,Trileptal,brand
3085,Trileptal,brand
1842,Trileptal,brand
1856,Trileptal,brand
1840,Trileptal,brand
1885,Trileptal,brand
3304,Trilisate,brand
4386,Trimethoprim,drug
4388,Trimethoprim,drug
1194,Triprolidine,drug
1206,Triprolidine,drug
8089,Tylenol,brand
3077,Tylenol,brand
388,Type 1C antiarrhythmics,group
1538,Type 1C antiarrhythmics,group
7601,Type 1C antiarrhythmics,group
508,Type 1C antiarrhythmics,group
11127,Type 1C antiarrhythmics,group
9002,Type 1C antiarrhythmics,group
9107,Type II pyrethroid,drug_n
2367,UROXATRAL,brand
2365,UROXATRAL,brand
7030,Ultram,brand
10331,Uricosuric Agents,group
5907,Urinary acidifying,drug
1712,Urinary acidifying agents,group
7755,VAPRISOL,brand
9660,VELCADE,brand
9658,VELCADE,brand
9663,VELCADE,brand
10215,VERSED Syrup,brand
10218,VERSED Syrup,brand
10209,VERSED Syrup,brand
10228,VERSED Syrup,brand
2219,VESIcare,brand
2213,VESIcare,brand
7558,VIDEX,brand
7552,VIDEX,brand
7554,VIDEX,brand
7548,VIDEX,brand
7561,VIDEX,brand
7535,VIDEX,brand
7570,VIDEX,brand
7582,VIDEX,brand
7541,VIDEX,brand
7587,VIDEX,brand
7590,VIDEX,brand
7592,VIDEX,brand
7537,VIDEX,brand
2103,VIOXX,brand
2099,VIOXX,brand
2079,VIOXX,brand
2059,VIOXX,brand
2076,VIOXX,brand
2074,VIOXX,brand
2068,VIOXX,brand
2067,VIOXX,brand
2063,VIOXX,brand
2106,VIOXX,brand
2078,VIOXX,brand
2113,VIOXX,brand
2070,VIOXX,brand
2129,VIOXX,brand
2142,VIOXX,brand
2135,VIOXX,brand
2128,VIOXX,brand
2146,VIOXX,brand
2125,VIOXX,brand
2131,VIOXX,brand
2364,VISTIDE,brand
2354,VISTIDE,brand
2353,VISTIDE,brand
8327,VMA,drug_n
8325,VMA,drug_n
2597,VUMON,brand
1146,Vaccines,group
6356,Valproate,drug
621,Valproate,drug
594,Valproate,drug
235,Valproate,drug
6359,Valproate,drug
1589,Valproic Acid,drug
1853,Valproic acid,drug
8758,Vardenafil,drug
8750,Vardenafil,drug
8760,Vardenafil,drug
8752,Vardenafil,drug
8677,Vardenafil,drug
8754,Vardenafil,drug
8748,Vardenafil,drug
8683,Vardenafil,drug
8756,Vardenafil,drug
8746,Vardenafil,drug
8744,Vardenafil,drug
8742,Vardenafil,drug
8779,Vardenafil,drug
8686,Vardenafil,drug
8723,Vardenafil,drug
8764,Vardenafil,drug
8706,Vardenafil,drug
8730,Vardenafil,drug
8699,Vardenafil,drug
8767,Vardenafil,drug
8729,Vardenafil,drug
8773,Vardenafil,drug
8733,Vardenafil,drug
8695,Vardenafil,drug
8736,Vardenafil,drug
8692,Vardenafil,drug
8724,Vardenafil,drug
8691,Vardenafil,drug
8777,Vardenafil,drug
8703,Vardenafil,drug
8713,Vardenafil,drug
8740,Vardenafil,drug
8725,Vardenafil,drug
8687,Vardenafil,drug
2925,Vasoconstrictors,group
4554,Vasopressors,group
7949,Vasopressors,group
8920,Vasopressors,group
10444,Vecuronium,drug
958,Venlafaxine,drug
11596,Verapamil,drug
1878,Verapamil,drug
7278,Verapamil,drug
4201,Verapamil,drug
1781,Veratrum alkaloids,group
9599,Viagra,brand
6664,Vidaza,brand
10738,Videx,brand
8495,Videx,brand
733,Videx,brand
4785,Videx,brand
8080,Vindesine,drug
3106,Viracept,brand
2008,Vitamin A,group
5575,Vitamin B1,drug
10679,Vitamin B2,drug
7048,Vitamin B3,drug
8357,Vitamin D,group
8369,Vitamin D,group
2504,Vitamin D,group
2516,Vitamin D,group
2483,Vitamin D2,drug
8335,Vitamin D2,drug
8336,Vitamin D3,drug
3073,Vitamin D3,drug
2484,Vitamin D3,drug
9110,Vitamin E,drug
9114,Vitamin E,drug
6571,Vitamin K,group
9561,Vitrasert,brand
9560,Vitrasert,brand
3324,Voltaren,brand
404,WELLBUTRIN,brand
401,WELLBUTRIN,brand
343,WELLBUTRIN,brand
339,WELLBUTRIN,brand
338,WELLBUTRIN,brand
415,WELLBUTRIN,brand
413,WELLBUTRIN,brand
9881,Warfarin,drug
9342,Warfarin,drug
7093,Warfarin,drug
5253,Warfarin,drug
3289,Warfarin,drug
6396,Warfarin,drug
10292,Warfarin,drug
1453,Warfarin,drug
2666,Warfarin,drug
2825,Warfarin,drug
6672,Warfarin,drug
3988,Warfarin,drug
10837,Warfarin,drug
4245,Warfarin,drug
2141,Warfarin,drug
10956,Warfarin,drug
6570,Warfarin,drug
321,Warfarin,drug
2615,Warfarin,drug
5966,Warfarin,drug
1009,Warfarin,drug
635,Warfarin,drug
10790,Warfarin,drug
5959,Warfarin,drug
11202,WelChol,brand
11198,WelChol,brand
11191,WelChol,brand
11190,WelChol,brand
10713,Xigris,brand
10714,Xigris,brand
10715,Xigris,brand
10720,Xigris,brand
10721,Xigris,brand
10723,Xigris,brand
10722,Xigris,brand
7038,ZADAXIN,brand
7041,ZADAXIN,brand
7039,ZADAXIN,brand
3906,ZANOSAR,brand
3902,ZANOSAR,brand
2320,ZAVESCA,brand
2325,ZAVESCA,brand
8225,ZEBETA,brand
8240,ZEBETA,brand
8236,ZEBETA,brand
8235,ZEBETA,brand
8217,ZEBETA,brand
8221,ZEBETA,brand
8223,ZEBETA,brand
9585,ZEMURON,brand
9582,ZEMURON,brand
9579,ZEMURON,brand
9575,ZEMURON,brand
11185,ZERIT,brand
11363,ZETIA,brand
11371,ZETIA,brand
11367,ZETIA,brand
11368,ZETIA,brand
11369,ZETIA,brand
11322,ZETIA,brand
11370,ZETIA,brand
11366,ZETIA,brand
11360,ZETIA,brand
7946,ZEVALIN,brand
7945,ZEVALIN,brand
3565,ZIAGEN,brand
4165,ZINECARD,brand
4169,ZINECARD,brand
1193,ZOLADEX,brand
6243,ZOLINZA,brand
6246,ZOLINZA,brand
6241,ZOLINZA,brand
6877,ZYVOX,brand
6872,ZYVOX,brand
6860,ZYVOX,brand
6879,ZYVOX,brand
1003,Zaleplon,drug
1402,Zarontin,brand
7262,Zemplar,brand
7258,Zemplar,brand
11182,Zidovudine,drug
154,Zidovudine,drug
2351,Zidovudine,drug
10651,Zmax,brand
11556,Zofran,brand
3561,abacavir,drug
3563,abacavir,drug
3557,abacavir,drug
3550,abacavir,drug
422,abatacept,drug
6886,abciximab,drug
4916,absorbent-type anti-diarrhea medicines,group
4807,acamprosate,drug
4804,acamprosate,drug
4801,acamprosate,drug
3359,acebutolol,drug
10385,acebutolol,drug
7193,acenocoumarol,drug
1285,acenocoumarol,drug
9047,acetaldehyde,drug_n
9055,acetaldehyde,drug_n
9051,acetaldehyde,drug_n
459,acetaminophen,drug
5472,acetaminophen,drug
4533,acetaminophen,drug
8848,acetaminophen,drug
899,acetaminophen,drug
3076,acetaminophen,drug
8503,acetaminophen,drug
4384,acetaminophen,drug
8565,acetaminophen,drug
4382,acetaminophen,drug
4380,acetaminophen,drug
4377,acetaminophen,drug
1323,acetaminophen,drug
211,acetaminophen,drug
1321,acetaminophen,drug
1325,acetaminophen,drug
11570,acetaminophen,drug
6689,acetaminophen,drug
8088,acetaminophen,drug
11056,acetaminophen,drug
11567,acetaminophen,drug
2039,acetaminophen,drug
1319,acetaminophen,drug
2337,acetaminophen,drug
1316,acetaminophen,drug
208,acetaminophen,drug
1315,acetaminophen,drug
205,acetaminophen,drug
1722,acetazolamide,drug
5523,acetazolamide,drug
7967,acetylcysteine,drug
11210,acetylsalicylic acid,drug
8849,acetylsalicylic acid,drug
1468,acetylsalicylic acid,drug
5482,acetylsalicylic acid,drug
4492,acetylsalicylic acid,drug
10932,acetylsalicylic acid,drug
1478,acetylsalicylic acid,drug
4337,acetylsalicylic acid,drug
11031,acetylsalicylic acid,drug
10939,acetylsalicylic acid,drug
1765,acidifying agents,group
2013,acitretin,drug
1977,acitretin,drug
1988,acitretin,drug
2006,acitretin,drug
2017,acitretin,drug
1990,acitretin,drug
1995,acitretin,drug
1985,acitretin,drug
2000,acitretin,drug
1980,acitretin,drug
2002,acitretin,drug
2012,acitretin,drug
8602,activated prothrombin complex concentrates,group
10657,acyclovir,drug
2338,acyclovir,drug
2374,adefovir dipivoxil,drug
8288,adeno-associated virus-2,drug_n
5056,adenosine,drug
5057,adenosine,drug
5060,adenosine,drug
5051,adenosine,drug
5063,adenosine,drug
5040,adenosine,drug
4477,adenosine,drug
4476,adenosine,drug
10973,adrenal cortical steroids,group
5531,adrenaline,drug
5533,adrenaline,drug
6857,adrenergic,group
7956,adrenergic agents,group
4561,adrenergic agents,group
6866,adrenergic agents,group
6271,adrenergic agonists,group
6259,adrenergic agonists,group
9922,adrenergic beta-receptor blockers,group
5005,adrenergic bronchodilators,group
6249,adrenergic drugs,group
5348,adrenergic neuron blocking agents,group
7850,adrenocortical steroid,group
4583,adrenocortical steroids,group
4606,adrenocortical steroids,group
11054,alcohol,drug
411,alcohol,drug
4607,alcohol,drug
9682,alcohol,drug
8208,alcohol,drug
4110,alcohol,drug
5922,alcohol,drug
4685,alcohol,drug
6295,alcohol,drug
8207,alcohol,drug
4524,alcohol,drug
6097,alcohol,drug
6078,alcohol,drug
9300,alcohol,drug
2607,alcohol,drug
7623,alcohol,drug
2609,alcohol,drug
6517,alcohol,drug
4566,alcohol,drug
8171,alcohol,drug
4107,alcohol,drug
8574,alcohol,drug
11522,alcohol,drug
8774,alcohol,drug
10949,alcohol,drug
8204,alcohol,drug
3243,alcohol,drug
4098,alcohol,drug
9573,alcohol,drug
902,alcohol,drug
5930,alcohol,drug
10696,alcohol,drug
4584,alcohol,drug
6843,alcohol,drug
3158,alcohol,drug
5926,alcohol,drug
3901,alcohol,drug
4097,alcohol,drug
4096,alcohol,drug
5117,alcohol,drug
4630,alcohol,drug
